gameId,playId,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,playNullifiedByPenalty,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,playClockAtSnap,passResult,passLength,playAction,dropbackType,dropbackDistance,passLocationType,timeToThrow,timeInTackleBox,timeToSack,unblockedPressure,qbSpike,qbKneel,qbSneak,rushLocationType,penaltyYards,prePenaltyYardsGained,yardsGained,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPointsAdded,isDropback,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,yardsToEndzone,yOffsetAtSnap,xOffsetAtSnap,euclideanOffsetAtSnap,motionSinceLineset,shiftSinceLineset,secondsLeft,scoreDifference,kMeansLabel,heirLabel1,heirLabel2,heirLabel3,heirLabel4,finalLabel
2022103005,999,2,1,10,MIN,ARI,MIN,17,14:54,7,3,N,93,0.824987731873989,0.175012268126011,1.03646711120382,SINGLEBACK,2x2,11.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,19,19,0.0181283373385668,-0.0181283373385668,1.1908454936929,False,MAN,MISDIRECTION,0,83,0.5054545454545508,6.347272727272721,6.367366439266768,True,False,2694,-4,1,1,0,0,0,1
2022101610,3248,4,1,10,KC,BUF,KC,46,14:12,17,17,N,56,0.530548021197319,0.469451978802681,2.19580282643437,SHOTGUN,3x1,14.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,2,2,-0.0279499739408493,0.0279499739408493,-0.390920670004562,False,OUTSIDE ZONE,,1,54,0.20090909090908388,6.12363636363637,6.126931269147678,False,False,852,0,0,3,0,0,0,3
2022101605,1360,2,1,10,NO,CIN,CIN,20,11:23,14,7,N,90,0.780735541135073,0.219264458864927,4.60040236939676,SHOTGUN,2x2,5.0,,,False,,,,,,,,,0,False,OUTSIDE_LEFT,,4,4,0.003315731883049,-0.003315731883049,-0.0546788912615739,False,INSIDE ZONE,SPLIT,0,20,0.6954545454545538,6.41545454545454,6.453039132810734,True,True,2483,-7,3,0,0,0,0,0
2022100206,260,1,1,10,HOU,LAC,HOU,28,11:53,0,7,N,38,0.270034888759255,0.729965111240745,1.35669980291277,SINGLEBACK,3x1,10.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,9,9,0.0203448794782162,-0.0203448794782162,0.820464325370267,False,MAN,,0,72,0.29999999999999843,5.551818181818178,5.559917726366722,False,False,3413,7,1,3,0,0,0,3
2022092506,1986,2,1,10,NYJ,CIN,NYJ,19,03:00,6,20,N,91,0.0604798533022404,0.93952014669776,0.861806727014482,SHOTGUN,2x2,18.0,,,False,,,,,,,,,0,False,INSIDE_RIGHT,,5,5,0.0001650527119636,-0.0001650527119636,-0.0380936732981354,False,INSIDE ZONE,SPLIT,0,81,0.2072727272727248,6.4590909090909046,6.462415752284268,False,False,1980,14,0,3,0,0,0,3
2022100906,3633,4,1,10,NO,SEA,NO,23,14:03,31,25,N,33,0.839489344507456,0.160510655492544,0.930003809276968,SINGLEBACK,2x2,12.0,,,False,,,,,,,,,0,False,INSIDE_LEFT,,7,7,0.0131966657936573,-0.0131966657936573,0.413300982210785,False,OUTSIDE ZONE,,0,77,0.043636363636364,5.802727272727272,5.802891342588131,False,True,843,-6,2,0,0,0,0,0
2022100600,2300,3,1,10,DEN,IND,DEN,35,14:21,6,3,N,75,0.693286642432213,0.306713357567787,1.71646138373762,SHOTGUN,2x2,11.0,I,14.0,False,TRADITIONAL,1.66999995708466,INSIDE_BOX,1.968,1.96800005435944,,False,False,0,,,,0,0,-7.92518258094788e-05,7.92518258094788e-05,-0.555580365471542,True,,,0,65,0.29181818181818514,5.892727272727272,5.899948521977413,False,True,1761,-3,3,0,0,0,0,0
2022091811,120,1,1,10,LV,ARI,LV,44,13:00,0,0,N,54,0.737103873863816,0.262896126136184,2.72148798429407,I_FORM,2x1,12.0,,,False,,,,,,,,,0,False,INSIDE_RIGHT,,6,6,0.0034871790558099,-0.0034871790558099,0.0867842945735902,False,TRAP,LEAD,0,56,0.7200000000000066,5.673636363636361,5.719138885074994,False,False,3480,0,4,2,0,0,0,2
2022110604,328,1,1,10,LV,JAX,LV,29,10:13,0,0,N,81,0.409529130905867,0.590470869094133,1.51801591832191,SHOTGUN,2x2,10.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,-3,-3,0.0275516137480736,-0.0275516137480736,-1.07833736110479,False,POWER,,0,71,1.0472727272727256,5.606363636363633,5.7033405464192395,True,True,3313,0,3,1,1,0,0,1
2022091806,950,2,1,10,PIT,NE,PIT,48,14:25,0,3,N,58,0.40549274533987,0.59450725466013,2.30219945928548,SINGLEBACK,2x2,10.0,,,False,,,,,,,,,0,False,INSIDE_RIGHT,,0,0,-0.0072273388504982,0.0072273388504982,-0.468840429210104,False,OUTSIDE ZONE,,0,52,1.0309090909090886,5.482727272727273,5.578805598049322,False,True,2665,3,3,0,0,0,0,0
2022091104,1094,2,1,10,DET,PHI,DET,25,12:56,7,7,N,35,0.39523584395647,0.60476415604353,1.60898104915395,SINGLEBACK,2x2,5.0,,,False,,,,,,,,,0,False,INSIDE_RIGHT,,1,1,-0.0114044323563576,0.0114044323563576,-0.539351764135063,False,OUTSIDE ZONE,LEAD;PITCH,0,75,0.03363636363636276,6.5190909090909095,6.519177684796635,True,True,2576,0,3,0,0,0,0,0
2022102309,3883,4,1,10,LAC,SEA,LAC,38,06:38,16,37,N,72,0.0060763503424823,0.993923649657518,2.05902419984341,SHOTGUN,2x2,29.0,I,25.0,False,TRADITIONAL,2.71000003814697,INSIDE_BOX,3.136,3.13599991798401,,False,False,0,,,,0,0,-0.001126876566559,0.001126876566559,-0.452630605781451,True,,,0,62,0.040909090909095044,6.370909090909089,6.371040432954973,False,False,398,21,0,3,0,0,0,3
2022103003,56,1,1,10,DET,MIA,DET,25,15:00,0,0,N,35,0.422090500593185,0.577909499406815,1.29869867442176,SHOTGUN,2x2,11.0,C,-4.0,True,TRADITIONAL,0.839999973773956,INSIDE_BOX,3.037,3.03699994087219,,False,False,0,,,15.0,10,25,0.0230511277914047,-0.0230511277914047,1.64156356919557,True,OUTSIDE ZONE,,0,75,0.10181818181818224,6.456363636363634,6.457166433282281,True,True,3600,0,3,0,0,0,0,0
2022103012,168,1,1,10,GB,BUF,GB,28,14:02,0,0,N,82,0.788453005254269,0.211546994745731,1.37667663535103,SINGLEBACK,2x2,16.0,,,False,,,,,,,,,0,False,INSIDE_LEFT,,2,2,-0.0197421927005053,0.0197421927005053,-0.359674803446978,False,OUTSIDE ZONE,,0,72,0.28454545454545416,5.581818181818179,5.589066141188391,False,False,3542,0,1,3,0,0,0,3
2022092600,3207,4,1,10,DAL,NYG,NYG,37,10:06,13,13,N,73,0.352833546698093,0.647166453301907,3.71806245530024,SINGLEBACK,2x2,26.0,C,2.0,True,DESIGNED_ROLLOUT_RIGHT,5.15999984741211,INSIDE_BOX,2.503,2.50300002098083,,False,False,0,,,,10,10,-0.0309828221797943,0.0309828221797943,0.685935508052353,True,OUTSIDE ZONE,,0,37,0.3609090909090831,5.096363636363637,5.109126900552619,True,False,606,0,1,1,0,0,0,1
2022091104,2952,3,1,10,DET,PHI,PHI,23,06:22,14,31,N,87,0.06058628577739,0.93941371422261,4.35172855423298,SHOTGUN,2x2,2.0,I,5.0,False,TRADITIONAL,3.22000002861023,INSIDE_BOX,2.181,2.18099999427795,,False,False,0,,,,0,0,-0.0042776092886924,0.0042776092886924,-0.350562141160481,True,,,0,23,0.2545454545454401,6.671818181818181,6.676672168054187,True,False,1282,17,0,1,0,0,0,1
2022102302,2261,3,1,10,CIN,ATL,CIN,38,09:04,28,17,N,48,0.932944951578975,0.0670550484210253,2.1661409905646,EMPTY,3x2,15.0,C,5.0,False,TRADITIONAL,1.29999995231628,INSIDE_BOX,1.63,1.62999999523163,,False,False,0,,,,5,5,0.0010898951441049,-0.0010898951441049,0.161260644439608,True,,,0,62,0.5509090909090886,6.131818181818184,6.156516469670356,True,False,1444,-11,4,4,4,3,3,4
2022091106,1380,2,1,10,MIA,NE,MIA,8,04:05,10,0,N,18,0.847051449120045,0.152948550879955,0.292204543948174,I_FORM,2x1,0.0,,,False,UNKNOWN,,,,,,,,0,False,INSIDE_LEFT,,1,1,-0.0103542506694794,0.0103542506694794,-0.373114992398769,False,INSIDE ZONE,SPLIT,0,92,0.16000000000000048,6.595454545454547,6.5973949905365705,True,True,2045,-10,4,2,0,0,0,2
2022100202,835,1,1,10,BUF,BAL,BUF,22,01:04,14,3,N,88,0.730427769944072,0.269572230055928,0.85283040208742,SHOTGUN,3x1,10.0,I,-4.0,False,TRADITIONAL,2.03999996185303,INSIDE_BOX,1.568,1.567999958992,,False,False,0,,,,0,0,0.0145033840090036,-0.0145033840090036,-0.587006130255759,True,,,0,78,0.886363636363626,6.039090909090915,6.103790584885124,True,True,2764,-11,3,0,1,0,0,0
2022091101,63,1,1,10,CAR,CLE,CAR,22,14:56,0,0,N,32,0.56949844583869,0.43050155416131,0.918069514445961,SINGLEBACK,3x1,9.0,I,0.0,False,TRADITIONAL,3.36999988555908,INSIDE_BOX,1.669,1.6690000295639,,False,False,0,,,,0,0,-0.0386913493275642,0.0386913493275642,-0.71119741210714,True,DRAW,,1,78,0.27999999999999986,6.39,6.396131643423234,True,False,3596,0,1,1,0,0,0,1
2022091810,3528,4,1,10,DEN,HOU,DEN,14,09:48,13,9,N,24,0.84654750302434,0.15345249697566,0.343271935824305,SINGLEBACK,2x2,14.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,3,3,-0.001599371433258,0.001599371433258,-0.297685314435512,False,MAN,,0,86,0.20545454545454592,5.31090909090909,5.314881648931493,False,True,588,-4,2,0,0,0,0,0
2022101000,3785,4,1,10,KC,LV,KC,47,02:54,30,29,N,63,0.78001294657588,0.21998705342412,2.35103860218078,SHOTGUN,3x1,4.0,C,-3.0,True,TRADITIONAL,0.779999971389771,INSIDE_BOX,1.067,1.06700003147125,,False,False,0,,,,7,7,0.0318304821848869,-0.0318304821848869,0.426167466328479,True,OUTSIDE ZONE,,1,53,0.03363636363636922,6.339999999999995,6.340089226892522,True,False,174,-1,0,1,0,0,0,1
2022102307,3241,4,1,10,DEN,NYJ,DEN,25,12:49,9,13,N,35,0.311083305627108,0.688916694372892,1.27952694310807,SHOTGUN,2x2,10.0,,,False,,,,,,,,,0,False,INSIDE_LEFT,,2,2,-0.0241519808769226,0.0241519808769226,-0.500506638782099,False,INSIDE ZONE,SPLIT,0,75,0.21181818181818166,6.309999999999999,6.313554224218617,True,False,769,4,1,1,0,0,0,1
2022103009,1739,3,1,10,WAS,IND,WAS,42,13:43,3,7,N,52,0.326627764850855,0.673372235149145,2.43745299056172,SINGLEBACK,3x1,7.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,0,0,0.0025294050574302,-0.0025294050574302,-0.497259782161564,False,MAN,CROSS LEAD;LEAD,0,58,0.5209090909090822,5.985454545454544,6.008078927302319,False,True,1723,4,3,0,0,0,0,0
2022103008,672,1,1,10,PIT,PHI,PHI,42,05:13,7,0,N,52,0.870213439688087,0.129786560311913,3.38754034973681,SINGLEBACK,2x2,7.0,C,0.0,True,DESIGNED_ROLLOUT_RIGHT,8.02999973297119,OUTSIDE_RIGHT,2.837,2.09999990463257,,False,False,0,,,,3,3,0.001156298443675,-0.001156298443675,-0.299345971085131,True,POWER,,0,42,0.07000000000000094,6.35363636363637,6.354021957887963,True,False,3013,-7,1,1,0,0,0,1
2022103008,2242,2,1,10,PIT,PHI,PIT,22,00:25,21,10,N,32,0.940381346270442,0.059618653729558,0.317342708120123,SHOTGUN,3x1,12.0,C,-2.0,False,TRADITIONAL,3.38000011444092,INSIDE_BOX,2.636,2.63599991798401,,False,False,0,,,,2,2,0.0023683104664087,-0.0023683104664087,-0.0766737777739763,True,,,0,78,0.03090909090909122,8.388181818181819,8.388238765484497,True,False,1825,-11,1,1,0,0,0,1
2022102302,3372,4,1,10,CIN,ATL,ATL,12,02:20,35,17,N,22,0.998572102864273,0.0014278971357271,3.6612839695299,SINGLEBACK,2x2,2.0,,,False,,,,,,,,,0,False,OUTSIDE_LEFT,,6,6,3.20347608067095e-05,-3.20347608067095e-05,0.281702351465356,False,OUTSIDE ZONE,,0,12,0.09545454545454585,5.090909090909091,5.091803898634428,True,True,140,-18,2,0,0,0,0,0
2022102310,874,1,1,10,SF,KC,SF,22,02:01,10,7,N,88,0.659130055457354,0.340869944542646,1.251734001562,EMPTY,3x2,14.0,I,6.0,False,TRADITIONAL,2.61999988555908,INSIDE_BOX,3.225,3.22499990463257,,False,False,0,,,,0,0,-0.0152598209679127,0.0152598209679127,-0.639155727345496,True,,,0,78,0.056363636363636775,6.060909090909087,6.061171163048322,False,False,2821,-3,4,4,4,3,3,4
2022091110,1868,2,1,10,KC,ARI,KC,20,01:05,7,20,N,30,0.0505900448188186,0.949409955181181,0.727718164329417,EMPTY,3x2,17.0,C,14.0,False,TRADITIONAL,2.5,INSIDE_BOX,2.569,2.56900000572205,,False,False,0,,,,19,22,0.039025709964335,-0.039025709964335,-3.72742003388703,True,,,0,80,0.5763636363636354,6.71181818181818,6.736519750368688,False,False,1865,13,4,4,4,3,3,4
2022103003,2099,2,1,10,DET,MIA,MIA,40,00:30,24,17,N,50,0.771443568170071,0.228556431829929,2.10163569042925,SHOTGUN,2x2,31.0,C,5.0,False,TRADITIONAL,3.82999992370605,INSIDE_BOX,2.302,2.30200004577637,,False,False,0,,,,8,8,0.0297189429402351,-0.0297189429402351,0.876192421885207,True,,,0,40,0.019090909090909814,4.9445454545454535,4.944582309444956,False,False,1830,-7,2,3,0,0,0,3
2022110610,1574,2,1,10,KC,TEN,KC,25,05:24,9,14,N,35,0.721025668084621,0.278974331915379,1.10889718891121,SHOTGUN,2x2,15.0,,,False,,,,,,,,,0,False,INSIDE_LEFT,,1,1,-0.0218444839119911,0.0218444839119911,-0.52499472652562,False,INSIDE ZONE,,0,75,0.1109090909090908,6.5127272727272745,6.513671572575019,False,True,2124,5,3,0,0,0,0,0
2022100211,3241,4,1,10,GB,NE,NE,42,02:56,24,24,N,68,0.732173956930637,0.267826043069363,2.81867912679445,SINGLEBACK,3x1,6.0,,,False,,,,,,,,,0,False,INSIDE_RIGHT,,2,2,0.0067823976278305,-0.0067823976278305,-0.264734393334948,False,OUTSIDE ZONE,SPLIT,0,42,0.3899999999999967,6.211818181818196,6.224048933288292,True,False,176,0,0,1,0,0,0,1
2022091806,388,1,1,10,NE,PIT,PIT,17,08:14,0,0,N,93,0.327494870871305,0.672505129128695,5.01140168367419,SHOTGUN,2x2,3.0,R,,False,SCRAMBLE,3.41000008583069,,,,,False,,0,False,INSIDE_LEFT,,2,2,0.0036781467497348,-0.0036781467497348,-0.356023520347662,True,,,0,17,0.13909090909089628,6.531818181818184,6.533298940146727,True,False,3194,0,1,1,0,0,0,1
2022092511,3528,4,1,10,SEA,ATL,ATL,30,02:39,23,27,N,80,0.427414987236261,0.572585012763739,3.53823800047394,SINGLEBACK,3x1,14.0,,,False,,,,,,,,,0,False,OUTSIDE_RIGHT,,6,6,0.0353979207575321,-0.0353979207575321,0.285875255009159,False,OUTSIDE ZONE,,0,30,0.35272727272727233,6.107272727272723,6.1174501791363065,False,True,159,4,0,0,0,0,0,0
2022100901,2020,2,1,10,PIT,BUF,PIT,27,00:56,31,3,N,83,0.994618909200653,0.0053810907993465,1.03847286640666,SHOTGUN,3x1,15.0,C,2.0,False,TRADITIONAL,3.57999992370605,INSIDE_BOX,3.804,3.80399990081787,,False,False,0,,,,5,5,0.0001840887125581,-0.0001840887125581,-0.417566313524731,True,,,0,73,0.5836363636363703,6.200000000000004,6.227409686615996,False,False,1856,-28,2,3,0,0,0,3
2022110606,287,1,1,10,BUF,NYJ,BUF,47,11:09,0,0,N,57,0.175630791112781,0.824369208887219,2.76033500116318,SINGLEBACK,2x2,9.0,I,24.0,True,TRADITIONAL,7.48000001907349,INSIDE_BOX,3.07,3.0699999332428,,False,False,0,,,,0,0,0.0016206987202167,-0.0016206987202167,-0.463795519899577,True,UNDEFINED,,0,53,0.28999999999999465,5.869090909090909,5.876251194356275,True,True,3369,0,3,0,0,0,0,0
